,timestamp,T1,Toutdoor,CoolingPower,HeatingPower,FanPower,PumpPower,TotalHVACEnergy,HeatingSetpoint,CoolingSetpoint,FanControlInput,u_CoolingSetpoint,u_HeatingSetpoint,u_FanOverride,PMV,PPD
2019-01-01 06:05:00,2019-01-01 06:05:00,21.848079059432962,0.6531107954545519,0.0,4296.753874623299,267.5280308818254,0.0,76630364.28863266,22.0,23.0,0.748580397584471,25.0,21.0,0.748580397584471,0.0,0.0
2019-01-01 06:10:00,2019-01-01 06:10:00,21.874810217915638,0.5671012148512204,0.0,3540.7211094567137,77.388032562236,0.0,77891836.70841159,22.0,23.0,0.49507761264073913,25.0,21.0,0.49507761264073913,0.0,0.0
2019-01-01 06:15:00,2019-01-01 06:15:00,21.80090199211304,0.49686460039583835,0.0,5631.0547685200745,204.07679370610543,0.0,79658149.74580932,22.0,23.0,0.6839849726324555,25.0,21.0,0.6839849726324555,0.0,0.0
2019-01-01 06:20:00,2019-01-01 06:20:00,21.3954600218741,0.4411597051596914,0.0,7070.707070707072,458.0425186914234,0.0,81774030.51697944,22.0,23.0,0.8955378597840068,25.0,21.0,0.8955378597840068,0.0,0.0
2019-01-01 06:25:00,2019-01-01 06:25:00,22.028674157559692,0.3967041274228791,0.0,0.0,23.852272251974817,0.0,83563881.33776152,22.0,23.0,0.334419766040364,25.0,21.0,0.334419766040364,0.0,0.0
2019-01-01 06:30:00,2019-01-01 06:30:00,21.87302930058769,0.36021546546544414,0.0,3591.090488429004,133.80028081731646,0.0,84586146.64807686,22.0,23.0,0.5942023445758162,25.0,21.0,0.5942023445758162,0.0,0.0
2019-01-01 06:35:00,2019-01-01 06:35:00,21.870234898232752,0.32841131756754294,0.0,3670.124090386809,108.95112995955637,0.0,85874231.17633063,22.0,23.0,0.5548717305244191,25.0,21.0,0.5548717305244191,0.0,0.0
2019-01-01 06:40:00,2019-01-01 06:40:00,22.044202191828617,0.298009282009275,0.0,0.0,8.878783431817109,0.0,87178396.25964564,22.0,23.0,0.24018952099493773,25.0,21.0,0.24018952099493773,0.0,0.0
2019-01-01 06:45:00,2019-01-01 06:45:00,21.605703665713406,0.26572695707068306,0.0,7070.707070707072,68.66501032971742,0.0,88267141.74520877,22.0,23.0,0.47572997448362925,25.0,21.0,0.47572997448362925,0.0,0.0
2019-01-01 06:50:00,2019-01-01 06:50:00,21.68250981797968,0.22828194103192345,0.0,7070.707070707072,244.0492247463381,0.0,90146462.0832029,22.0,23.0,0.7260075942727082,25.0,21.0,0.7260075942727082,0.0,0.0
2019-01-01 06:55:00,2019-01-01 06:55:00,21.76831516058678,0.18239183217309574,0.0,6552.70252885873,60.42186229999948,0.0,91850817.82707085,22.0,23.0,0.455875992374819,25.0,21.0,0.455875992374819,0.0,0.0
2019-01-01 07:00:00,2019-01-01 07:00:00,21.826195634149713,0.1247742287742426,0.0,4915.679034149545,170.6827185398334,0.0,93218095.65545264,22.0,23.0,0.6444341351752462,25.0,21.0,0.6444341351752462,0.0,0.0
2019-01-01 07:05:00,2019-01-01 07:05:00,21.874120427227126,0.052146729115463586,0.0,3560.2303410509785,82.97704093588925,0.0,94478494.86496133,22.0,23.0,0.5067199469333791,25.0,21.0,0.5067199469333791,0.0,0.0
2019-01-01 07:10:00,2019-01-01 07:10:00,21.861820581472102,-0.04740839887506354,0.0,3908.1047664455923,88.26548926996378,0.0,95626463.21183617,22.0,23.0,0.5172640911569182,25.0,21.0,0.5172640911569182,0.0,0.0
2019-01-01 07:15:00,2019-01-01 07:15:00,21.86675436137193,-0.24896643309978117,0.0,3768.563516753446,69.59556272540985,0.0,96812678.14358893,22.0,23.0,0.47786937945932995,25.0,21.0,0.47786937945932995,0.0,0.0
2019-01-01 07:20:00,2019-01-01 07:20:00,21.84109271354089,-0.5519773487773705,0.0,4494.34749581326,134.95197696600533,0.0,97980745.45676187,22.0,23.0,0.5959023569100922,25.0,21.0,0.5959023569100922,0.0,0.0
2019-01-01 07:25:00,2019-01-01 07:25:00,21.86615687100624,-0.9349768244434813,0.0,3785.4622341669574,85.5521399455539,0.0,99257784.63521768,22.0,23.0,0.5119084657872528,25.0,21.0,0.5119084657872528,0.0,0.0
2019-01-01 07:30:00,2019-01-01 07:30:00,21.861795122703597,-1.3765005386338771,0.0,3908.824812423509,64.87186433159276,0.0,100456419.36913888,22.0,23.0,0.4668035453549184,25.0,21.0,0.4668035453549184,0.0,0.0
2019-01-01 07:35:00,2019-01-01 07:35:00,22.070571395550076,-1.855084169884151,0.0,0.0,5.242479954020106,0.0,102098149.88997477,22.0,23.0,0.20014204262405755,25.0,21.0,0.20014204262405755,0.0,0.0
2019-01-01 07:40:00,2019-01-01 07:40:00,21.314941412677626,-2.3492633967300662,0.0,7070.707070707072,65.21596509112345,0.0,102877286.96045242,22.0,23.0,0.4676274478996444,25.0,21.0,0.4676274478996444,0.0,0.0
2019-01-01 07:45:00,2019-01-01 07:45:00,21.87035914211168,-2.837573897707216,0.0,3666.6101220938654,29.496198246721196,0.0,104424555.1518928,22.0,23.0,0.35895281811237056,25.0,21.0,0.35895281811237056,0.0,0.0
2019-01-01 07:50:00,2019-01-01 07:50:00,21.81521752158119,-3.298551351351364,0.0,5226.171106794643,28.432212800393735,0.0,105938532.98983032,22.0,23.0,0.3545838134580106,25.0,21.0,0.3545838134580106,0.0,0.0
2019-01-01 07:55:00,2019-01-01 07:55:00,21.874913347623135,-3.7107314361981025,0.0,3537.804309648707,322.2268220926203,0.0,107206174.94699816,22.0,23.0,0.796469682027145,25.0,21.0,0.796469682027145,0.0,0.0
2019-01-01 08:00:00,2019-01-01 08:00:00,21.792179325850952,-4.052649830783139,0.0,5877.7564405791245,59.54099305273168,0.0,108678801.3057963,22.0,23.0,0.4536497863677049,25.0,21.0,0.4536497863677049,0.0,0.0
2019-01-01 08:05:00,2019-01-01 08:05:00,21.845343788495484,-4.302842213642236,0.0,4374.115072855006,99.34233455192873,0.0,109964701.42064086,22.0,23.0,0.5380551674533834,25.0,21.0,0.5380551674533834,-0.546941922399193,11.261613675625966
2019-01-01 08:10:00,2019-01-01 08:10:00,21.80481113587348,-4.4490761584094685,0.0,5520.493126810706,280.59757842573885,0.0,111501170.23765315,22.0,23.0,0.7605772409205184,25.0,21.0,0.7605772409205184,-0.5555699827843809,11.462524271780651
2019-01-01 08:15:00,2019-01-01 08:15:00,21.80883039281099,-4.563079685746345,0.0,5406.817173022521,324.5920730501394,0.0,113175044.54621415,22.0,23.0,0.7984137163668446,25.0,21.0,0.7984137163668446,-0.5576874989194756,11.512325386533874
2019-01-01 08:20:00,2019-01-01 08:20:00,21.790754054610204,-4.666597402597404,0.0,5918.0671423376625,42.92238108628987,0.0,114630187.86613517,22.0,23.0,0.4067647293800147,25.0,21.0,0.4067647293800147,-0.5629046984395347,11.635856534128436
2019-01-01 08:25:00,2019-01-01 08:25:00,21.823812111292682,-4.762034311367643,0.0,4983.091801823137,26.028213960391113,0.0,115961826.77358328,22.0,23.0,0.3442945452812195,25.0,21.0,0.3442945452812195,-0.5603277208994387,11.574692176473945
2019-01-01 08:30:00,2019-01-01 08:30:00,21.253374130540408,-4.85179541446206,0.0,7070.707070707072,248.05899991584099,0.0,117565008.12645352,22.0,23.0,0.7299621622147208,25.0,21.0,0.7299621622147208,-0.6472208468931894,13.79604107326412
2019-01-01 08:35:00,2019-01-01 08:35:00,21.849134320412475,-4.938285714285712,0.0,4266.908109546173,111.06927997631475,0.0,119569420.58095525,22.0,23.0,0.5584444831887291,25.0,21.0,0.5584444831887291,-0.5651461588810215,11.689291621750613
2019-01-01 08:40:00,2019-01-01 08:40:00,21.759016288146142,-5.023910213243539,0.0,6815.700941321225,151.46873507313438,0.0,121515563.03872721,22.0,23.0,0.6192837519607927,25.0,21.0,0.6192837519607927,-0.5797671542579592,12.043194864710102
2019-01-01 08:45:00,2019-01-01 08:45:00,21.831437388371,-5.111073913740597,0.0,4767.427399608068,70.65631704252938,0.0,123049852.58088976,22.0,23.0,0.4802849944156855,25.0,21.0,0.4802849944156855,-0.5707713683735924,11.824352976692964
2019-01-01 08:50:00,2019-01-01 08:50:00,21.784742445721577,-5.202181818181828,0.0,6088.092444238238,229.56067489561835,0.0,124488864.7394042,22.0,23.0,0.7113464749825338,25.0,21.0,0.7113464749825338,-0.578932870951496,12.022751412679284
2019-01-01 08:55:00,2019-01-01 08:55:00,21.864117788395617,-5.299638928972286,0.0,3843.1332574976877,28.77156231530682,0.0,125937262.03645562,22.0,23.0,0.3559889365286338,25.0,21.0,0.3559889365286338,-0.5694377910075417,11.792209636672979
2019-01-01 09:00:00,2019-01-01 09:00:00,22.017709937982715,-5.405850248516913,0.0,0.0,8.054815731997575,0.0,127495205.9815381,22.0,23.0,0.2323409379824615,25.0,21.0,0.2323409379824615,-0.5494362028180806,11.319363192530247
2019-01-01 09:05:00,2019-01-01 09:05:00,21.29718349006714,-5.523220779220765,0.0,7070.707070707072,97.32777993689817,0.0,128637988.85235643,22.0,23.0,0.5343932434017022,25.0,21.0,0.5343932434017022,-0.6549901592011648,14.010610559741593
2019-01-01 09:10:00,2019-01-01 09:10:00,21.969219956069026,-5.6529289281705815,0.0,870.546697037661,25.50548317653369,0.0,130416870.8409582,22.0,23.0,0.3419740915498842,25.0,21.0,0.3419740915498842,-0.5616651360735363,11.606399672082304
2019-01-01 09:15:00,2019-01-01 09:15:00,21.03293707307381,-5.7852626648428895,0.0,7070.707070707072,335.19451510987557,0.0,132056175.05995238,22.0,23.0,0.80701384837852,25.0,21.0,0.80701384837852,-0.7009899162291158,15.334558712609578
2019-01-01 09:20:00,2019-01-01 09:20:00,22.047198912652334,-5.917648484848485,0.0,0.0,35.37936239569801,0.0,133860831.13090566,22.0,23.0,0.38138653266815703,25.0,21.0,0.38138653266815703,-0.5587684674594163,11.537823262564103
2019-01-01 09:25:00,2019-01-01 09:25:00,21.878753205163946,-6.050131106200922,0.0,3429.202278191428,182.85466896413973,0.0,135209144.2852888,22.0,23.0,0.6594026742337887,25.0,21.0,0.6594026742337887,-0.5832841679506887,12.12970852229401
2019-01-01 09:30:00,2019-01-01 09:30:00,21.81113067193843,-6.182755246913587,0.0,5341.7587734585795,134.6898001109005,0.0,136756791.74600288,22.0,23.0,0.5955162119237393,25.0,21.0,0.5955162119237393,-0.5936735592686049,12.388407977603691
2019-01-01 09:35:00,2019-01-01 09:35:00,21.804656384876182,-6.3155656249999765,0.0,5524.869922693841,179.94609974600658,0.0,138365012.79161686,22.0,23.0,0.6558877184279879,25.0,21.0,0.6558877184279879,-0.5956871728948957,12.439089590386388
2019-01-01 09:40:00,2019-01-01 09:40:00,21.79758593609654,-6.448606958473647,0.0,5724.842211411026,243.2116413009024,0.0,140077569.6910372,22.0,23.0,0.7251760831504591,25.0,21.0,0.7251760831504591,-0.5980220082117372,12.498076507118284
2019-01-01 09:45:00,2019-01-01 09:45:00,21.820909893188173,-6.581923965347926,0.0,5065.17473811229,94.10330289610322,0.0,141733003.01343226,22.0,23.0,0.5284253475641643,25.0,21.0,0.5284253475641643,-0.5960855512682437,12.449137419172061
