Time,CORE_ZN ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:11:00,1.078601E+03,2.486606E+03,3.661305E-02,2.192508E-01,3.492734E+03,1.976434E+03,1.185589E-01,1.742694E-01,2.125668E+03,1.197008E+03,7.215446E-02,1.055447E-01,3.251718E+03,1.960025E+03,1.103777E-01,1.728226E-01,2.148187E+03,1.307896E+03,7.291885E-02,1.153221E-01
00:12:00,1.078601E+03,2.485997E+03,3.661305E-02,2.191971E-01,3.492734E+03,1.975041E+03,1.185589E-01,1.741465E-01,2.125668E+03,1.196115E+03,7.215446E-02,1.054659E-01,3.251718E+03,1.958684E+03,1.103777E-01,1.727043E-01,2.148187E+03,1.306551E+03,7.291885E-02,1.152035E-01
00:13:00,1.078601E+03,2.485390E+03,3.661305E-02,2.191436E-01,3.492735E+03,1.973651E+03,1.185589E-01,1.740241E-01,2.125668E+03,1.195225E+03,7.215447E-02,1.053875E-01,3.251718E+03,1.957347E+03,1.103777E-01,1.725865E-01,2.148187E+03,1.305212E+03,7.291886E-02,1.150855E-01
00:14:00,1.078601E+03,2.484785E+03,3.661305E-02,2.190903E-01,3.492735E+03,1.972266E+03,1.185589E-01,1.739019E-01,2.125668E+03,1.194337E+03,7.215447E-02,1.053092E-01,3.251719E+03,1.956016E+03,1.103777E-01,1.724691E-01,2.148187E+03,1.303878E+03,7.291886E-02,1.149678E-01
00:15:00,1.078601E+03,2.484182E+03,3.661305E-02,2.190371E-01,3.492735E+03,1.970886E+03,1.185589E-01,1.737802E-01,2.125668E+03,1.193453E+03,7.215447E-02,1.052312E-01,3.251719E+03,1.954688E+03,1.103777E-01,1.723520E-01,2.148187E+03,1.302550E+03,7.291887E-02,1.148507E-01
00:16:00,1.078601E+03,2.483581E+03,3.661305E-02,2.189841E-01,3.492735E+03,1.969509E+03,1.185589E-01,1.736588E-01,2.125668E+03,1.192571E+03,7.215448E-02,1.051535E-01,3.251719E+03,1.953366E+03,1.103777E-01,1.722354E-01,2.148187E+03,1.301227E+03,7.291887E-02,1.147341E-01
00:17:00,1.078601E+03,2.482981E+03,3.661305E-02,2.189312E-01,3.492735E+03,1.968136E+03,1.185589E-01,1.735378E-01,2.125669E+03,1.191692E+03,7.215448E-02,1.050759E-01,3.251719E+03,1.952049E+03,1.103778E-01,1.721193E-01,2.148188E+03,1.299909E+03,7.291887E-02,1.146179E-01
00:18:00,1.078601E+03,2.482384E+03,3.661306E-02,2.188785E-01,3.492736E+03,1.966768E+03,1.185589E-01,1.734171E-01,2.125669E+03,1.190815E+03,7.215449E-02,1.049987E-01,3.251719E+03,1.950736E+03,1.103778E-01,1.720035E-01,2.148188E+03,1.298597E+03,7.291888E-02,1.145021E-01
00:19:00,1.078601E+03,2.481788E+03,3.661306E-02,2.188260E-01,3.492736E+03,1.965403E+03,1.185589E-01,1.732968E-01,2.125669E+03,1.189942E+03,7.215449E-02,1.049216E-01,3.251720E+03,1.949428E+03,1.103778E-01,1.718882E-01,2.148188E+03,1.297290E+03,7.291888E-02,1.143869E-01
00:20:00,1.078601E+03,2.481194E+03,3.661306E-02,2.187736E-01,3.492736E+03,1.964043E+03,1.185589E-01,1.731768E-01,2.125669E+03,1.189071E+03,7.215449E-02,1.048448E-01,3.251720E+03,1.948124E+03,1.103778E-01,1.717732E-01,2.148188E+03,1.295988E+03,7.291889E-02,1.142721E-01
00:21:00,1.078601E+03,2.480602E+03,3.661306E-02,2.187214E-01,3.492736E+03,1.962686E+03,1.185589E-01,1.730572E-01,2.125669E+03,1.188203E+03,7.215450E-02,1.047683E-01,3.251720E+03,1.946825E+03,1.103778E-01,1.716587E-01,2.148188E+03,1.294691E+03,7.291889E-02,1.141578E-01
00:22:00,1.078601E+03,2.480011E+03,3.661306E-02,2.186693E-01,3.492736E+03,1.961334E+03,1.185589E-01,1.729380E-01,2.125669E+03,1.187337E+03,7.215450E-02,1.046920E-01,3.251720E+03,1.945530E+03,1.103778E-01,1.715445E-01,2.148188E+03,1.293399E+03,7.291889E-02,1.140439E-01
00:23:00,1.078601E+03,2.479422E+03,3.661306E-02,2.186174E-01,3.492737E+03,1.959985E+03,1.185589E-01,1.728191E-01,2.125669E+03,1.186475E+03,7.215451E-02,1.046160E-01,3.251721E+03,1.944240E+03,1.103778E-01,1.714307E-01,2.148188E+03,1.292113E+03,7.291890E-02,1.139304E-01
00:24:00,1.078601E+03,2.478835E+03,3.661306E-02,2.185657E-01,3.492737E+03,1.958641E+03,1.185589E-01,1.727006E-01,2.125669E+03,1.185615E+03,7.215451E-02,1.045402E-01,3.251721E+03,1.942953E+03,1.103778E-01,1.713173E-01,2.148188E+03,1.290831E+03,7.291890E-02,1.138175E-01
00:25:00,1.078601E+03,2.478250E+03,3.661306E-02,2.185141E-01,3.492737E+03,1.957301E+03,1.185589E-01,1.725824E-01,2.125670E+03,1.184759E+03,7.215451E-02,1.044646E-01,3.251721E+03,1.941671E+03,1.103778E-01,1.712043E-01,2.148189E+03,1.289555E+03,7.291890E-02,1.137049E-01
00:26:00,1.078601E+03,2.477666E+03,3.661307E-02,2.184626E-01,3.492737E+03,1.955965E+03,1.185590E-01,1.724646E-01,2.125670E+03,1.183904E+03,7.215452E-02,1.043893E-01,3.251721E+03,1.940393E+03,1.103778E-01,1.710916E-01,2.148189E+03,1.288284E+03,7.291891E-02,1.135928E-01
00:27:00,1.078601E+03,2.477085E+03,3.661307E-02,2.184113E-01,3.492737E+03,1.954632E+03,1.185590E-01,1.723471E-01,2.125670E+03,1.183053E+03,7.215452E-02,1.043142E-01,3.251721E+03,1.939120E+03,1.103778E-01,1.709793E-01,2.148189E+03,1.287018E+03,7.291891E-02,1.134812E-01
00:28:00,1.078602E+03,2.476504E+03,3.661307E-02,2.183601E-01,3.492737E+03,1.953304E+03,1.185590E-01,1.722300E-01,2.125670E+03,1.182204E+03,7.215453E-02,1.042394E-01,3.251722E+03,1.937850E+03,1.103778E-01,1.708673E-01,2.148189E+03,1.285756E+03,7.291892E-02,1.133700E-01
00:29:00,1.078602E+03,2.475926E+03,3.661307E-02,2.183091E-01,3.492738E+03,1.951980E+03,1.185590E-01,1.721132E-01,2.125670E+03,1.181357E+03,7.215453E-02,1.041647E-01,3.251722E+03,1.936584E+03,1.103778E-01,1.707557E-01,2.148189E+03,1.284500E+03,7.291892E-02,1.132592E-01
00:30:00,1.078602E+03,2.475349E+03,3.661307E-02,2.182583E-01,3.492738E+03,1.950659E+03,1.185590E-01,1.719968E-01,2.125670E+03,1.180514E+03,7.215453E-02,1.040903E-01,3.251722E+03,1.935322E+03,1.103778E-01,1.706445E-01,2.148189E+03,1.283249E+03,7.291892E-02,1.131489E-01
00:31:00,1.078602E+03,2.474774E+03,3.661307E-02,2.182075E-01,3.492738E+03,1.949343E+03,1.185590E-01,1.718807E-01,2.125670E+03,1.179672E+03,7.215454E-02,1.040161E-01,3.251722E+03,1.934065E+03,1.103779E-01,1.705336E-01,2.148189E+03,1.282002E+03,7.291893E-02,1.130389E-01
00:32:00,1.078602E+03,2.474200E+03,3.661307E-02,2.181570E-01,3.492738E+03,1.948031E+03,1.185590E-01,1.717650E-01,2.125670E+03,1.178833E+03,7.215454E-02,1.039422E-01,3.251722E+03,1.932811E+03,1.103779E-01,1.704230E-01,2.148189E+03,1.280760E+03,7.291893E-02,1.129295E-01
00:33:00,1.078602E+03,2.473628E+03,3.661307E-02,2.181065E-01,3.492738E+03,1.946722E+03,1.185590E-01,1.716496E-01,2.125670E+03,1.177997E+03,7.215454E-02,1.038684E-01,3.251723E+03,1.931561E+03,1.103779E-01,1.703128E-01,2.148189E+03,1.279524E+03,7.291893E-02,1.128204E-01
00:34:00,1.078602E+03,2.473058E+03,3.661308E-02,2.180562E-01,3.492738E+03,1.945418E+03,1.185590E-01,1.715346E-01,2.125671E+03,1.177163E+03,7.215455E-02,1.037949E-01,3.251723E+03,1.930315E+03,1.103779E-01,1.702029E-01,2.148189E+03,1.278291E+03,7.291894E-02,1.127118E-01
00:35:00,1.078602E+03,2.472489E+03,3.661308E-02,2.180061E-01,3.492739E+03,1.944117E+03,1.185590E-01,1.714199E-01,2.125671E+03,1.176331E+03,7.215455E-02,1.037215E-01,3.251723E+03,1.929072E+03,1.103779E-01,1.700934E-01,2.148190E+03,1.277064E+03,7.291894E-02,1.126035E-01
00:36:00,1.078602E+03,2.471921E+03,3.661308E-02,2.179561E-01,3.492739E+03,1.942821E+03,1.185590E-01,1.713056E-01,2.125671E+03,1.175502E+03,7.215455E-02,1.036484E-01,3.251723E+03,1.927834E+03,1.103779E-01,1.699842E-01,2.148190E+03,1.275842E+03,7.291894E-02,1.124957E-01
00:37:00,1.078602E+03,2.471356E+03,3.661308E-02,2.179062E-01,3.492739E+03,1.941528E+03,1.185590E-01,1.711917E-01,2.125671E+03,1.174675E+03,7.215456E-02,1.035755E-01,3.251723E+03,1.926599E+03,1.103779E-01,1.698753E-01,2.148190E+03,1.274624E+03,7.291895E-02,1.123884E-01
00:38:00,1.078602E+03,2.470792E+03,3.661308E-02,2.178564E-01,3.492739E+03,1.940240E+03,1.185590E-01,1.710780E-01,2.125671E+03,1.173850E+03,7.215456E-02,1.035028E-01,3.251724E+03,1.925368E+03,1.103779E-01,1.697667E-01,2.148190E+03,1.273411E+03,7.291895E-02,1.122814E-01
00:39:00,1.078602E+03,2.470229E+03,3.661308E-02,2.178068E-01,3.492739E+03,1.938955E+03,1.185590E-01,1.709648E-01,2.125671E+03,1.173028E+03,7.215456E-02,1.034303E-01,3.251724E+03,1.924140E+03,1.103779E-01,1.696585E-01,2.148190E+03,1.272202E+03,7.291895E-02,1.121748E-01
00:40:00,1.078602E+03,2.469668E+03,3.661308E-02,2.177574E-01,3.492739E+03,1.937675E+03,1.185590E-01,1.708519E-01,2.125671E+03,1.172208E+03,7.215457E-02,1.033580E-01,3.251724E+03,1.922916E+03,1.103779E-01,1.695506E-01,2.148190E+03,1.270998E+03,7.291896E-02,1.120687E-01
00:41:00,1.078602E+03,2.469108E+03,3.661308E-02,2.177080E-01,3.492740E+03,1.936398E+03,1.185590E-01,1.707393E-01,2.125671E+03,1.171390E+03,7.215457E-02,1.032859E-01,3.251724E+03,1.921696E+03,1.103779E-01,1.694430E-01,2.148190E+03,1.269799E+03,7.291896E-02,1.119629E-01
00:42:00,1.078602E+03,2.468550E+03,3.661309E-02,2.176588E-01,3.492740E+03,1.935126E+03,1.185590E-01,1.706271E-01,2.125671E+03,1.170574E+03,7.215457E-02,1.032139E-01,3.251724E+03,1.920479E+03,1.103779E-01,1.693357E-01,2.148190E+03,1.268604E+03,7.291896E-02,1.118576E-01
00:43:00,1.078602E+03,2.467994E+03,3.661309E-02,2.176097E-01,3.492740E+03,1.933858E+03,1.185591E-01,1.705153E-01,2.125671E+03,1.169761E+03,7.215458E-02,1.031422E-01,3.251724E+03,1.919266E+03,1.103779E-01,1.692287E-01,2.148190E+03,1.267414E+03,7.291897E-02,1.117527E-01
00:44:00,1.078602E+03,2.467439E+03,3.661309E-02,2.175608E-01,3.492740E+03,1.932594E+03,1.185591E-01,1.704039E-01,2.125672E+03,1.168950E+03,7.215458E-02,1.030707E-01,3.251725E+03,1.918056E+03,1.103779E-01,1.691221E-01,2.148190E+03,1.266229E+03,7.291897E-02,1.116481E-01
00:45:00,1.078602E+03,2.466885E+03,3.661309E-02,2.175120E-01,3.492740E+03,1.931334E+03,1.185591E-01,1.702928E-01,2.125672E+03,1.168141E+03,7.215458E-02,1.029994E-01,3.251725E+03,1.916850E+03,1.103779E-01,1.690157E-01,2.148191E+03,1.265048E+03,7.291897E-02,1.115440E-01
00:46:00,1.078602E+03,2.466333E+03,3.661309E-02,2.174633E-01,3.492740E+03,1.930078E+03,1.185591E-01,1.701821E-01,2.125672E+03,1.167334E+03,7.215459E-02,1.029282E-01,3.251725E+03,1.915647E+03,1.103779E-01,1.689096E-01,2.148191E+03,1.263871E+03,7.291898E-02,1.114403E-01
00:47:00,1.078602E+03,2.465782E+03,3.661309E-02,2.174147E-01,3.492741E+03,1.928827E+03,1.185591E-01,1.700717E-01,2.125672E+03,1.166529E+03,7.215459E-02,1.028573E-01,3.251725E+03,1.914448E+03,1.103780E-01,1.688039E-01,2.148191E+03,1.262699E+03,7.291898E-02,1.113369E-01
00:48:00,1.078602E+03,2.465233E+03,3.661309E-02,2.173663E-01,3.492741E+03,1.927579E+03,1.185591E-01,1.699617E-01,2.125672E+03,1.165727E+03,7.215459E-02,1.027865E-01,3.251725E+03,1.913252E+03,1.103780E-01,1.686984E-01,2.148191E+03,1.261532E+03,7.291898E-02,1.112340E-01
00:49:00,1.078602E+03,2.464685E+03,3.661309E-02,2.173180E-01,3.492741E+03,1.926335E+03,1.185591E-01,1.698520E-01,2.125672E+03,1.164926E+03,7.215460E-02,1.027160E-01,3.251725E+03,1.912059E+03,1.103780E-01,1.685932E-01,2.148191E+03,1.260369E+03,7.291899E-02,1.111315E-01
00:50:00,1.078602E+03,2.464139E+03,3.661310E-02,2.172698E-01,3.492741E+03,1.925095E+03,1.185591E-01,1.697427E-01,2.125672E+03,1.164128E+03,7.215460E-02,1.026456E-01,3.251726E+03,1.910870E+03,1.103780E-01,1.684884E-01,2.148191E+03,1.259210E+03,7.291899E-02,1.110293E-01
00:51:00,1.078602E+03,2.463594E+03,3.661310E-02,2.172218E-01,3.492741E+03,1.923858E+03,1.185591E-01,1.696336E-01,2.125672E+03,1.163332E+03,7.215460E-02,1.025754E-01,3.251726E+03,1.909683E+03,1.103780E-01,1.683838E-01,2.148191E+03,1.258056E+03,7.291899E-02,1.109275E-01
00:52:00,1.078602E+03,2.463050E+03,3.661310E-02,2.171739E-01,3.492741E+03,1.922626E+03,1.185591E-01,1.695250E-01,2.125672E+03,1.162538E+03,7.215461E-02,1.025053E-01,3.251726E+03,1.908500E+03,1.103780E-01,1.682795E-01,2.148191E+03,1.256906E+03,7.291900E-02,1.108262E-01
00:53:00,1.078602E+03,2.462508E+03,3.661310E-02,2.171261E-01,3.492741E+03,1.921397E+03,1.185591E-01,1.694166E-01,2.125672E+03,1.161745E+03,7.215461E-02,1.024355E-01,3.251726E+03,1.907321E+03,1.103780E-01,1.681754E-01,2.148191E+03,1.255761E+03,7.291900E-02,1.107252E-01
00:54:00,1.078602E+03,2.461968E+03,3.661310E-02,2.170784E-01,3.492742E+03,1.920172E+03,1.185591E-01,1.693086E-01,2.125672E+03,1.160955E+03,7.215461E-02,1.023658E-01,3.251726E+03,1.906144E+03,1.103780E-01,1.680717E-01,2.148191E+03,1.254620E+03,7.291900E-02,1.106246E-01
00:55:00,1.078602E+03,2.461428E+03,3.661310E-02,2.170308E-01,3.492742E+03,1.918950E+03,1.185591E-01,1.692008E-01,2.125673E+03,1.160167E+03,7.215461E-02,1.022963E-01,3.251726E+03,1.904971E+03,1.103780E-01,1.679682E-01,2.148191E+03,1.253484E+03,7.291900E-02,1.105244E-01
00:56:00,1.078603E+03,2.460890E+03,3.661310E-02,2.169834E-01,3.492742E+03,1.917731E+03,1.185591E-01,1.690934E-01,2.125673E+03,1.159381E+03,7.215462E-02,1.022270E-01,3.251727E+03,1.903800E+03,1.103780E-01,1.678650E-01,2.148192E+03,1.252352E+03,7.291901E-02,1.104246E-01
00:57:00,1.078603E+03,2.460353E+03,3.661310E-02,2.169361E-01,3.492742E+03,1.916517E+03,1.185591E-01,1.689863E-01,2.125673E+03,1.158597E+03,7.215462E-02,1.021578E-01,3.251727E+03,1.902633E+03,1.103780E-01,1.677621E-01,2.148192E+03,1.251224E+03,7.291901E-02,1.103251E-01
00:58:00,1.078603E+03,2.459818E+03,3.661310E-02,2.168889E-01,3.492742E+03,1.915305E+03,1.185591E-01,1.688795E-01,2.125673E+03,1.157814E+03,7.215462E-02,1.020889E-01,3.251727E+03,1.901469E+03,1.103780E-01,1.676595E-01,2.148192E+03,1.250101E+03,7.291901E-02,1.102261E-01
00:59:00,1.078603E+03,2.459284E+03,3.661311E-02,2.168418E-01,3.492742E+03,1.914097E+03,1.185591E-01,1.687730E-01,2.125673E+03,1.157034E+03,7.215463E-02,1.020201E-01,3.251727E+03,1.900307E+03,1.103780E-01,1.675571E-01,2.148192E+03,1.248982E+03,7.291902E-02,1.101275E-01
01:00:00,1.078603E+03,2.458751E+03,3.661311E-02,2.167948E-01,3.492742E+03,1.912893E+03,1.185591E-01,1.686667E-01,2.125673E+03,1.156256E+03,7.215463E-02,1.019514E-01,3.251727E+03,1.899149E+03,1.103780E-01,1.674549E-01,2.148192E+03,1.247868E+03,7.291902E-02,1.100292E-01
01:01:00,1.078603E+03,2.458220E+03,3.661311E-02,2.167480E-01,3.492742E+03,1.911692E+03,1.185591E-01,1.685609E-01,2.125673E+03,1.155480E+03,7.215463E-02,1.018830E-01,3.251727E+03,1.897995E+03,1.103780E-01,1.673532E-01,2.148192E+03,1.246758E+03,7.291902E-02,1.099314E-01
01:02:00,1.078603E+03,2.457690E+03,3.661311E-02,2.167012E-01,3.492743E+03,1.910495E+03,1.185591E-01,1.684554E-01,2.125673E+03,1.154706E+03,7.215464E-02,1.018148E-01,3.251727E+03,1.896844E+03,1.103780E-01,1.672517E-01,2.148192E+03,1.245653E+03,7.291902E-02,1.098339E-01
01:03:00,1.078603E+03,2.457162E+03,3.661311E-02,2.166546E-01,3.492743E+03,1.909303E+03,1.185591E-01,1.683502E-01,2.125673E+03,1.153934E+03,7.215464E-02,1.017467E-01,3.251728E+03,1.895697E+03,1.103780E-01,1.671506E-01,2.148192E+03,1.244553E+03,7.291903E-02,1.097369E-01
01:04:00,1.078603E+03,2.456634E+03,3.661311E-02,2.166081E-01,3.492743E+03,1.908114E+03,1.185591E-01,1.682454E-01,2.125673E+03,1.153165E+03,7.215464E-02,1.016789E-01,3.251728E+03,1.894554E+03,1.103780E-01,1.670497E-01,2.148192E+03,1.243457E+03,7.291903E-02,1.096403E-01
01:05:00,1.078603E+03,2.456108E+03,3.661311E-02,2.165617E-01,3.492743E+03,1.906929E+03,1.185592E-01,1.681410E-01,2.125673E+03,1.152399E+03,7.215464E-02,1.016113E-01,3.251728E+03,1.893414E+03,1.103780E-01,1.669492E-01,2.148192E+03,1.242365E+03,7.291903E-02,1.095440E-01
01:06:00,1.078603E+03,2.455583E+03,3.661311E-02,2.165155E-01,3.492743E+03,1.905749E+03,1.185592E-01,1.680368E-01,2.125673E+03,1.151634E+03,7.215465E-02,1.015439E-01,3.251728E+03,1.892278E+03,1.103781E-01,1.668491E-01,2.148192E+03,1.241278E+03,7.291904E-02,1.094482E-01
01:07:00,1.078603E+03,2.455060E+03,3.661311E-02,2.164693E-01,3.492743E+03,1.904572E+03,1.185592E-01,1.679331E-01,2.125674E+03,1.150872E+03,7.215465E-02,1.014768E-01,3.251728E+03,1.891145E+03,1.103781E-01,1.667492E-01,2.148192E+03,1.240196E+03,7.291904E-02,1.093527E-01
01:08:00,1.078603E+03,2.454538E+03,3.661312E-02,2.164233E-01,3.492743E+03,1.903399E+03,1.185592E-01,1.678297E-01,2.125674E+03,1.150113E+03,7.215465E-02,1.014098E-01,3.251728E+03,1.890016E+03,1.103781E-01,1.666496E-01,2.148193E+03,1.239118E+03,7.291904E-02,1.092577E-01
