,timestamp,T1,T2,T3,T4,T5,RadTemp1,RadTemp2,RadTemp3,RadTemp4,RadTemp5,u1,u2,u3,u4,u5,ZN1_Cooling_Rate,ZN2_Cooling_Rate,ZN3_Cooling_Rate,ZN4_Cooling_Rate,ZN5_Cooling_Rate,ZN1_Heating_Rate,ZN2_Heating_Rate,ZN3_Heating_Rate,ZN4_Heating_Rate,ZN5_Heating_Rate,vdot1,vdot2,vdot3,vdot4,vdot5,Tsetpoint_cooling,Tsetpoint_heating
0,02/06/2019 09:00:00,19.27409521840089,16.68863649036906,17.78015083817024,16.33154202699732,16.00505646234483,17.90030924167691,16.19353424450097,16.8998774137502,15.38329746057107,15.09968463208079,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
1,02/06/2019 09:01:00,19.2847153177713,16.72237703351399,17.80497429660478,16.34290133796725,16.01637932052172,17.91003264645566,16.22652962020719,16.92330932846648,15.39458455351932,15.11138322063759,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
2,02/06/2019 09:02:00,19.29527831472736,16.75613245452356,17.82975963554793,16.35426996137293,16.02771491508068,17.91971069427106,16.25905283382588,16.94661483459733,15.40584933053826,15.12307721111164,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
3,02/06/2019 09:03:00,19.30578450116235,16.78983762407806,17.85451187145131,16.3656446534781,16.03905746708132,17.9293431617947,16.29135151399703,16.9697906934129,15.41709248748366,15.13476780677315,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
4,02/06/2019 09:04:00,19.31623467112202,16.82346191948636,17.87924649648759,16.37702151749304,16.05039898210602,17.93893070409793,16.32373787032369,16.99283480438133,15.4283142060992,15.1464558774026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
5,02/06/2019 09:05:00,19.32662992805473,16.85701075499939,17.90396278316719,16.38839746551328,16.06172754404872,17.94847639507931,16.35618992203622,17.01575804300275,15.43951674656746,15.15814805339709,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
6,02/06/2019 09:06:00,19.33697150166862,16.89050272294118,17.92862143134376,16.39977015201159,16.07304737100474,17.95798017665566,16.38868450859469,17.03856704240908,15.45069792872092,15.16982634905418,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
7,02/06/2019 09:07:00,19.34725946741105,16.92395993691578,17.9531149009598,16.411137851142,16.08436875353828,17.96742261789682,16.42128441921959,17.06040138671879,15.46186097313247,15.18151838510753,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
8,02/06/2019 09:08:00,19.35749418528166,16.95740003201588,17.97726911902046,16.42249910813621,16.09569941003922,17.97682744297098,16.45392270226102,17.0810622750717,15.47300301106331,15.19320270333992,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
9,02/06/2019 09:09:00,19.36767692391662,16.9908347042012,18.00099445762224,16.43385258202089,16.10704304941,17.9861962760099,16.48659857658307,17.10178250849154,15.48412422186411,15.20488029464554,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
10,02/06/2019 09:10:00,19.37780956232637,17.02427225801664,18.02429913540657,16.44519706324519,16.1184008744699,17.99553200638183,16.51931091469849,17.12245361791197,15.49522472651167,15.21655164278584,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
11,02/06/2019 09:11:00,19.38789432071508,17.05772001324734,18.04723156359675,16.45653149857212,16.12977298079285,18.00483828501893,16.5520583297012,17.14305344582916,15.50630462792897,15.22821701972587,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
12,02/06/2019 09:12:00,19.3979337154422,17.0911893558434,18.06984214121904,16.46785513198055,16.14115927741407,18.01412083412904,16.58485334831083,17.16356273093206,15.51736633391261,15.23987966239943,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
13,02/06/2019 09:13:00,19.4079292189493,17.12468171523305,18.09216413366443,16.47916764584386,16.15256101609909,18.02336035647928,16.6177459564079,17.18387779641083,15.52841314081403,15.25156184669677,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
14,02/06/2019 09:14:00,19.41788261121474,17.15819446870918,18.11422210882748,16.49046871350482,16.16397906857983,18.03258211175468,16.65067472968515,17.20409727828343,15.53943982648132,15.26323916922842,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
15,02/06/2019 09:15:00,19.42779653413329,17.19172375556656,18.13603852609584,16.50175785215786,16.17541316819984,18.0417885912289,16.68363886394908,17.22421627687673,15.55044659601458,15.27491189981538,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
16,02/06/2019 09:16:00,19.43767409553849,17.22526617331915,18.15763393898167,16.51303453255556,16.18686239530803,18.05098248173856,16.71663711895829,17.2442321000581,15.56143357890605,15.28658005353115,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
17,02/06/2019 09:17:00,19.44751847526028,17.25881918941573,18.17902633921401,16.52429827133756,16.19832564600642,18.06016602121236,16.74966849054977,17.2641437426287,15.57240091184713,15.29824361106488,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
18,02/06/2019 09:18:00,19.45733272066753,17.2923809736485,18.20023084758138,16.5355486647988,16.2098018519165,18.06934108594653,16.78273213557507,17.28394867890458,15.58334874258791,15.30990253973703,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
19,02/06/2019 09:19:00,19.46711869865954,17.32595686381131,18.22125190315843,16.54678591108038,16.22129186845867,18.0784929948476,16.81593412561162,17.30352989060006,15.5942861312344,15.32158680350819,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
20,02/06/2019 09:20:00,19.4768782006829,17.35945860471467,18.24209289496678,16.55801021152019,16.23279642868023,18.08763929877373,16.84856890470156,17.32299991478475,15.60520446125408,15.3332670520609,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
21,02/06/2019 09:21:00,19.48661342409278,17.39291589089361,18.26276075123611,16.56922148440268,16.24431512944319,18.09678059305675,16.88178252335786,17.34235604817392,15.61610408190099,15.34494358602582,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
22,02/06/2019 09:22:00,19.49632671701472,17.42637747274189,18.2832639792045,16.58041949867501,16.25584692045416,18.10591779454263,16.91502512204408,17.36159751330061,15.62698516549971,15.35661630711426,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,21
