,timestamp,T1,u1,u2,ZN1_Heating_Rate,Tsetpoint_heating
0,2019-02-06 09:00:00,20.153246224554493,0.0,1,0.0,21
1,2019-02-06 09:05:00,20.162842304785784,0.0,1,0.0,21
2,2019-02-06 09:10:00,20.178595966766352,0.0,1,0.0,21
3,2019-02-06 09:15:00,20.200317553300806,0.0,1,0.0,21
4,2019-02-06 09:20:00,20.22781437120875,0.0,1,0.0,21
5,2019-02-06 09:25:00,20.2609131023043,0.0,1,0.0,21
6,2019-02-06 09:30:00,20.29942576315119,0.0,1,0.0,21
7,2019-02-06 09:35:00,20.343167416441304,0.0,1,0.0,21
8,2019-02-06 09:40:00,20.391970696167448,0.0,1,0.0,21
9,2019-02-06 09:45:00,20.44565502209082,0.0,1,0.0,21
10,2019-02-06 09:50:00,20.504047187385083,0.0,1,0.0,21
11,2019-02-06 09:55:00,20.56697610830804,0.0,1,0.0,21
12,2019-02-06 10:00:00,20.634272776673015,0.0,1,0.0,21
13,2019-02-06 10:05:00,20.705766176212933,0.0,1,0.0,21
14,2019-02-06 10:10:00,20.78129563757102,0.0,1,0.0,21
15,2019-02-06 10:15:00,20.86070183065999,0.0,1,0.0,21
16,2019-02-06 10:20:00,20.94381607133454,0.0,1,0.0,21
17,2019-02-06 10:25:00,21.030486341113942,0.0,1,0.0,21
18,2019-02-06 10:30:00,21.120551568509256,0.0,1,0.0,21
19,2019-02-06 10:35:00,21.213856169309622,0.0,1,0.0,21
20,2019-02-06 10:40:00,21.31024634875945,0.0,1,0.0,21
21,2019-02-06 10:45:00,21.409570076309137,0.0,1,0.0,21
22,2019-02-06 10:50:00,21.511677062433307,0.0,1,0.0,21
23,2019-02-06 10:55:00,21.61641873744111,0.0,1,0.0,21
24,2019-02-06 11:00:00,21.723648232214998,0.0,1,0.0,21
25,2019-02-06 11:05:00,21.833220360792723,0.0,1,0.0,21
26,2019-02-06 11:10:00,21.94498951775165,0.0,1,0.0,21
27,2019-02-06 11:15:00,22.058818073881184,0.0,1,0.0,21
28,2019-02-06 11:20:00,22.174563655165343,0.0,1,0.0,21
29,2019-02-06 11:25:00,22.292087668729607,0.0,1,0.0,21
30,2019-02-06 11:30:00,22.411253143109434,0.0,1,0.0,21
31,2019-02-06 11:35:00,22.531923309281183,0.0,1,0.0,21
32,2019-02-06 11:40:00,22.65396728094248,0.0,1,0.0,21
33,2019-02-06 11:45:00,22.77725030374478,0.0,1,0.0,21
34,2019-02-06 11:50:00,22.9016431413487,0.0,1,0.0,21
35,2019-02-06 11:55:00,23.027017732793354,0.0,1,0.0,21
36,2019-02-06 12:00:00,23.15324566312006,0.0,1,0.0,21
37,2019-02-06 12:05:00,23.28020116756494,0.0,1,0.0,21
38,2019-02-06 12:10:00,23.407760076371176,0.0,1,0.0,21
39,2019-02-06 12:15:00,23.535799816508757,0.0,1,0.0,21
40,2019-02-06 12:20:00,23.664199414342647,0.0,1,0.0,21
41,2019-02-06 12:25:00,23.79283932146018,0.0,1,0.0,21
42,2019-02-06 12:30:00,23.921602072176256,0.0,1,0.0,21
43,2019-02-06 12:35:00,24.050371460292467,0.0,1,0.0,21
44,2019-02-06 12:40:00,24.179032888399036,0.0,1,0.0,21
45,2019-02-06 12:45:00,24.30747344895559,0.0,1,0.0,21
46,2019-02-06 12:50:00,24.43558186662699,0.0,1,0.0,21
47,2019-02-06 12:55:00,24.563248992809235,0.0,1,0.0,21
48,2019-02-06 13:00:00,24.690365852839534,0.0,1,0.0,21
49,2019-02-06 13:05:00,24.81682661865642,0.0,1,0.0,21
50,2019-02-06 13:10:00,24.942526627346012,0.0,1,0.0,21
51,2019-02-06 13:15:00,25.067362892455606,0.0,1,0.0,21
52,2019-02-06 13:20:00,25.191235109982983,0.0,1,0.0,21
53,2019-02-06 13:25:00,25.31404274884818,0.0,1,0.0,21
54,2019-02-06 13:30:00,25.435686722835385,0.0,1,0.0,21
55,2019-02-06 13:35:00,25.55607326353004,0.0,1,0.0,21
56,2019-02-06 13:40:00,25.675105325062134,0.0,1,0.0,21
57,2019-02-06 13:45:00,25.792691524345514,0.0,1,0.0,21
58,2019-02-06 13:50:00,25.908740911507778,0.0,1,0.0,21
59,2019-02-06 13:55:00,26.023164302056387,0.0,1,0.0,21
60,2019-02-06 14:00:00,26.13587428876474,0.0,1,0.0,21
61,2019-02-06 14:05:00,26.246785253624125,0.0,1,0.0,21
62,2019-02-06 14:10:00,26.35581526720688,0.0,1,0.0,21
63,2019-02-06 14:15:00,26.46287849528028,0.0,1,0.0,21
64,2019-02-06 14:20:00,26.567896704078805,0.0,1,0.0,21
65,2019-02-06 14:25:00,26.670791551912146,0.0,1,0.0,21
66,2019-02-06 14:30:00,26.771486545793323,0.0,1,0.0,21
67,2019-02-06 14:35:00,26.869907053082102,0.0,1,0.0,21
68,2019-02-06 14:40:00,26.96598031296577,0.0,1,0.0,21
69,2019-02-06 14:45:00,27.05963785379032,0.0,1,0.0,21
70,2019-02-06 14:50:00,27.150805808943687,0.0,1,0.0,21
71,2019-02-06 14:55:00,27.239419579302933,0.0,1,0.0,21
72,2019-02-06 15:00:00,27.325414002147056,0.0,1,0.0,21
73,2019-02-06 15:05:00,27.408725840782836,0.0,1,0.0,21
74,2019-02-06 15:10:00,27.48929379456365,0.0,1,0.0,21
75,2019-02-06 15:15:00,27.56705850857844,0.0,1,0.0,21
76,2019-02-06 15:20:00,27.641962583000748,0.0,1,0.0,21
77,2019-02-06 15:25:00,27.713953468868112,0.0,1,0.0,21
78,2019-02-06 15:30:00,27.782971844072335,0.0,1,0.0,21
79,2019-02-06 15:35:00,27.8489692009083,0.0,1,0.0,21
80,2019-02-06 15:40:00,27.9118960454623,0.0,1,0.0,21
81,2019-02-06 15:45:00,27.97170796060749,0.0,1,0.0,21
82,2019-02-06 15:50:00,28.02835319784907,0.0,1,0.0,21
83,2019-02-06 15:55:00,28.08179461163303,0.0,1,0.0,21
84,2019-02-06 16:00:00,28.13198430401104,0.0,1,0.0,21
85,2019-02-06 16:05:00,28.178886085816032,0.0,1,0.0,21
86,2019-02-06 16:10:00,28.22246253003925,0.0,1,0.0,21
87,2019-02-06 16:15:00,28.262681551813955,0.0,1,0.0,21
88,2019-02-06 16:20:00,28.299503061863163,0.0,1,0.0,21
89,2019-02-06 16:25:00,28.332902519178447,0.0,1,0.0,21
90,2019-02-06 16:30:00,28.36284378374677,0.0,1,0.0,21
91,2019-02-06 16:35:00,28.38930308173485,0.0,1,0.0,21
92,2019-02-06 16:40:00,28.412255203453867,0.0,1,0.0,21
93,2019-02-06 16:45:00,28.431680454720663,0.0,1,0.0,21
94,2019-02-06 16:50:00,28.447550660542902,0.0,1,0.0,21
95,2019-02-06 16:55:00,28.45985031597894,0.0,1,0.0,21
96,2019-02-06 17:00:00,28.468562377051683,0.0,1,0.0,21
97,2019-02-06 17:05:00,28.473671837992015,0.0,1,0.0,21
98,2019-02-06 17:10:00,28.475165728602974,0.0,1,0.0,21
99,2019-02-06 17:15:00,28.47303311095169,0.0,1,0.0,21
100,2019-02-06 17:20:00,28.46726507536789,0.0,1,0.0,21
101,2019-02-06 17:25:00,28.457854735755916,0.0,1,0.0,21
102,2019-02-06 17:30:00,28.44479722419709,0.0,1,0.0,21
103,2019-02-06 17:35:00,28.428089684860595,0.0,1,0.0,21
104,2019-02-06 17:40:00,28.40773126719796,0.0,1,0.0,21
105,2019-02-06 17:45:00,28.383723118423006,0.0,1,0.0,21
106,2019-02-06 17:50:00,28.35606837527922,0.0,1,0.0,21
107,2019-02-06 17:55:00,28.324772155087828,0.0,1,0.0,21
108,2019-02-06 18:00:00,28.289841546067862,0.0,1,0.0,21
109,2019-02-06 18:05:00,28.251285596938033,0.0,1,0.0,21
110,2019-02-06 18:10:00,28.20911530579326,0.0,1,0.0,21
111,2019-02-06 18:15:00,28.16334360824993,0.0,1,0.0,21
112,2019-02-06 18:20:00,28.113985364866096,0.0,1,0.0,21
113,2019-02-06 18:25:00,28.06105734784211,0.0,1,0.0,21
114,2019-02-06 18:30:00,28.004578226984336,0.0,1,0.0,21
115,2019-02-06 18:35:00,27.944568554956334,0.0,1,0.0,21
116,2019-02-06 18:40:00,27.881050751795897,0.0,1,0.0,21
117,2019-02-06 18:45:00,27.814049088719628,0.0,1,0.0,21
118,2019-02-06 18:50:00,27.743589671207815,0.0,1,0.0,21
119,2019-02-06 18:55:00,27.66970042136876,0.0,1,0.0,21
120,2019-02-06 19:00:00,27.59241105960774,0.0,1,0.0,21
